fb_id,medium,published,reactions,comments,share,like,love,excellent,funny,sad,angry,yes,no
12994379,video,08/04/2015,1249,0,0,1249,0,0,0,0,0,0,1
12994380,photo,08/03/2015,2791,10,0,2791,0,0,0,0,0,0,1
12994381,link,08/02/2015,2214,1,0,2214,0,0,0,0,0,0,1
12994382,photo,08/01/2015,2620,4,41,2620,0,0,0,0,0,1,0
12994383,video,08/01/2015,2025,7,4,2025,0,0,0,0,0,1,0
12994384,status,7/29/2015 2:57,1968,6,1,1968,0,0,0,0,0,1,0
12994385,photo,7/29/2015 1:11,2204,8,0,2204,0,0,0,0,0,1,0
12994386,photo,7/19/2015 4:41,2211,361,93,2211,0,0,0,0,0,1,0
12994387,photo,7/16/2015 2:37,2399,11,0,2399,0,0,0,0,0,1,0
12994388,photo,7/16/2015 1:49,2260,390,122,2260,0,0,0,0,0,0,1
12994389,status,7/15/2015 3:14,1977,10,0,1977,0,0,0,0,0,0,1
12994390,photo,7/14/2015 1:21,2348,12,0,2348,0,0,0,0,0,0,1
12994391,photo,07/09/2015,2489,32,0,2489,0,0,0,0,0,0,1
12994392,photo,07/09/2015,2293,7,0,2293,0,0,0,0,0,0,1
12994393,photo,07/09/2015,2221,10,0,2221,0,0,0,0,0,0,1
12994394,photo,07/06/2015,2314,509,35,2314,0,0,0,0,0,1,0
12994395,photo,07/06/2015,1279,11,0,1279,0,0,0,0,0,1,0
12994396,photo,07/05/2015,2404,11,0,2404,0,0,0,0,0,1,0
12994397,status,07/04/2015,2010,32,0,2010,0,0,0,0,0,1,0
12994398,photo,07/01/2015,1191,22,2,1191,0,0,0,0,0,1,0
12994399,photo,6/29/2015 23:44,1392,10,0,1392,0,0,0,0,0,1,0
12994400,video,6/26/2015 1:46,2204,10,9,2204,0,0,0,0,0,1,0
12994401,status,6/26/2015 1:11,1929,17,1,1929,0,0,0,0,0,0,1
12994402,photo,6/25/2015 23:26,7,0,2,7,0,0,0,0,0,0,1
12994403,photo,6/25/2015 7:51,12,1,0,12,0,0,0,0,0,0,1
12994404,photo,6/25/2015 4:53,3,0,2,3,0,0,0,0,0,0,1
12994405,status,6/24/2015 4:00,2303,21,5,2303,0,0,0,0,0,0,1
12994406,video,6/23/2015 4:35,1926,4,15,1926,0,0,0,0,0,0,1
12994407,video,6/22/2015 0:24,2288,5,7,2288,0,0,0,0,0,1,0
12994408,status,6/21/2015 23:59,2419,15,14,2419,0,0,0,0,0,1,0
12994409,status,6/21/2015 23:42,2297,14,0,2297,0,0,0,0,0,1,0
12994410,status,6/21/2015 22:22,1888,15,0,1888,0,0,0,0,0,1,0
12994411,video,6/21/2015 1:06,2033,11,12,2033,0,0,0,0,0,1,0
12994412,photo,6/21/2015 1:01,2414,22,0,2414,0,0,0,0,0,1,0
12994413,video,6/20/2015 2:48,1982,12,1,1982,0,0,0,0,0,0,1
12994414,status,6/20/2015 1:16,2223,13,1,2223,0,0,0,0,0,0,1
12994415,photo,6/20/2015 0:38,2341,18,0,2341,0,0,0,0,0,0,1
12994416,status,6/19/2015 0:39,2101,7,2,2101,0,0,0,0,0,0,1
12994417,video,6/18/2015 3:39,2201,2,1,2201,0,0,0,0,0,0,1
12994418,video,6/18/2015 1:32,2020,4,12,2020,0,0,0,0,0,0,1
12994419,link,6/17/2015 4:21,1940,70,12,1940,0,0,0,0,0,1,0
12994420,photo,6/16/2015 23:41,2071,12,0,2071,0,0,0,0,0,1,0
12994421,photo,6/14/2015 22:23,2080,32,2,2080,0,0,0,0,0,1,0
12994422,photo,06/12/2015,2382,17,0,2382,0,0,0,0,0,1,0
12994423,video,06/10/2015,2259,5,8,2259,0,0,0,0,0,1,0
12994424,video,06/10/2015,55,2,9,55,0,0,0,0,0,1,0
12994425,photo,06/10/2015,2242,7,6,2242,0,0,0,0,0,1,0
12994426,photo,06/08/2015,2028,16,0,2028,0,0,0,0,0,0,1
12994427,video,06/08/2015,2300,1,6,2300,0,0,0,0,0,0,1
12994428,photo,06/07/2015,6,0,1,6,0,0,0,0,0,0,1
12994429,video,06/07/2015,2273,2,6,2273,0,0,0,0,0,0,1
12994430,photo,06/05/2015,2132,36,4,2132,0,0,0,0,0,0,1
12994431,photo,06/04/2015,2074,22,1,2074,0,0,0,0,0,0,1
12994432,photo,06/04/2015,2276,30,1,2276,0,0,0,0,0,1,0
12994433,status,06/04/2015,2319,14,2,2319,0,0,0,0,0,1,0
12994434,video,06/03/2015,2217,3,7,2217,0,0,0,0,0,1,0
12994435,video,06/02/2015,2329,13,18,2329,0,0,0,0,0,1,0
12994436,photo,06/02/2015,2174,18,1,2174,0,0,0,0,0,1,0
12994437,video,06/01/2015,2252,0,1,2252,0,0,0,0,0,1,0
12994438,video,5/31/2015 3:21,2251,3,0,2251,0,0,0,0,0,0,1
12994439,link,5/22/2015 8:21,1931,26,0,1931,0,0,0,0,0,0,1
12994440,photo,5/22/2015 3:11,2095,213,68,2095,0,0,0,0,0,0,1
12994441,photo,5/22/2015 3:09,2030,28,0,2030,0,0,0,0,0,0,1
12994442,photo,5/21/2015 2:09,2634,449,119,2634,0,0,0,0,0,0,1
12994443,link,5/20/2015 8:00,2026,35,1,2026,0,0,0,0,0,0,1
12994444,photo,5/20/2015 0:13,2118,6,0,2118,0,0,0,0,0,1,0
12994445,photo,5/19/2015 21:42,2112,28,2,2112,0,0,0,0,0,1,0
12994446,photo,5/19/2015 6:07,2675,13,0,2675,0,0,0,0,0,1,0
12994447,photo,5/18/2015 22:55,2126,11,0,2126,0,0,0,0,0,1,0
12994448,video,5/18/2015 6:20,2418,179,48,2418,0,0,0,0,0,1,0
12994449,video,5/18/2015 2:43,1892,4,1,1892,0,0,0,0,0,1,0
12994450,photo,5/17/2015 6:26,2462,12,0,2462,0,0,0,0,0,1,0
12994451,video,5/17/2015 5:33,3639,175,101,3639,0,0,0,0,0,0,1
12994452,video,5/17/2015 1:06,270,14,37,270,0,0,0,0,0,0,1
12994453,photo,5/17/2015 0:47,380,24,3,380,0,0,0,0,0,0,1
12994454,status,5/16/2015 9:52,421,16,0,421,0,0,0,0,0,0,1
12994455,photo,05/12/2015,2253,8,0,2253,0,0,0,0,0,0,1
12994456,photo,05/12/2015,2346,7,1,2346,0,0,0,0,0,0,1
12994457,video,05/10/2015,2999,281,87,2999,0,0,0,0,0,1,0
12994458,video,05/09/2015,1904,5,1,1904,0,0,0,0,0,1,0
12994459,photo,05/08/2015,2402,4,0,2402,0,0,0,0,0,1,0
12994460,photo,05/06/2015,2239,42,2,2239,0,0,0,0,0,1,0
12994461,status,05/06/2015,2332,46,0,2332,0,0,0,0,0,1,0
12994462,video,4/24/2015 4:26,2374,8,9,2374,0,0,0,0,0,1,0
12994463,photo,4/23/2015 21:45,2492,10,0,2492,0,0,0,0,0,0,1
12994464,status,4/23/2015 9:05,2072,22,1,2072,0,0,0,0,0,0,1
12994465,photo,4/23/2015 3:30,2826,21,0,2826,0,0,0,0,0,0,1
12994466,photo,4/23/2015 3:25,2032,3,0,2032,0,0,0,0,0,0,1
12994467,photo,4/23/2015 3:23,2154,6,2,2154,0,0,0,0,0,0,1
12994468,photo,4/23/2015 3:21,1997,3,1,1997,0,0,0,0,0,0,1
12994469,photo,4/14/2015 6:10,2320,7,0,2320,0,0,0,0,0,1,0
12994470,photo,04/12/2015,2190,10,0,2190,0,0,0,0,0,1,0
12994471,photo,04/10/2015,2545,14,3,2545,0,0,0,0,0,1,0
12994472,photo,04/10/2015,2452,8,0,2452,0,0,0,0,0,1,0
12994473,photo,04/10/2015,4710,50,1,4710,0,0,0,0,0,1,0
12994474,photo,04/10/2015,2549,8,0,2549,0,0,0,0,0,1,0
12994475,photo,04/07/2015,3190,19,1,3190,0,0,0,0,0,1,0
12994476,photo,04/07/2015,3510,12,0,3510,0,0,0,0,0,0,1
12994477,photo,04/07/2015,2255,10,2,2255,0,0,0,0,0,0,1
12994478,photo,04/07/2015,2309,5,1,2309,0,0,0,0,0,0,1
12994479,photo,04/06/2015,2051,7,2,2051,0,0,0,0,0,0,1
12994480,photo,04/03/2015,2350,11,0,2350,0,0,0,0,0,0,1
12994481,video,3/25/2015 3:09,2105,19,1,2105,0,0,0,0,0,0,1
12994482,status,3/25/2015 0:46,2291,108,0,2291,0,0,0,0,0,1,0
12994483,photo,3/24/2015 0:05,2349,53,4,2349,0,0,0,0,0,1,0
12994484,photo,3/22/2015 4:53,2157,19,0,2157,0,0,0,0,0,1,0
12994485,photo,3/21/2015 22:09,2151,4,1,2151,0,0,0,0,0,1,0
12994486,photo,3/21/2015 4:15,2615,23,0,2615,0,0,0,0,0,1,0
12994487,status,3/20/2015 0:04,2148,32,1,2148,0,0,0,0,0,1,0
12994488,photo,3/13/2015 20:58,3115,24,0,3115,0,0,0,0,0,0,1
12994489,photo,03/12/2015,1302,16,0,1302,0,0,0,0,0,0,1
12994490,photo,03/11/2015,1815,12,0,1815,0,0,0,0,0,0,1
12994491,photo,03/11/2015,1379,20,0,1379,0,0,0,0,0,0,1
12994492,link,03/10/2015,1169,3,26,1169,0,0,0,0,0,0,1
12994493,photo,03/09/2015,1509,26,2,1509,0,0,0,0,0,0,1
12994494,photo,03/09/2015,956,6,0,956,0,0,0,0,0,1,0
12994495,photo,03/07/2015,1220,10,0,1220,0,0,0,0,0,1,0
12994496,photo,03/01/2015,1601,38,2,1601,0,0,0,0,0,1,0
12994497,status,2/28/2015 3:58,1496,85,0,1496,0,0,0,0,0,1,0
12994498,video,2/28/2015 3:41,1103,24,18,1103,0,0,0,0,0,1,0
12994499,status,2/27/2015 23:42,1526,14,0,1526,0,0,0,0,0,1,0
12994500,photo,2/26/2015 22:49,1159,32,4,1159,0,0,0,0,0,1,0
12994501,link,2/24/2015 7:19,1010,14,4,1010,0,0,0,0,0,0,1
12994502,photo,2/20/2015 12:04,1182,29,5,1182,0,0,0,0,0,0,1
12994503,photo,2/19/2015 6:01,1428,11,1,1428,0,0,0,0,0,0,1
12994504,photo,2/19/2015 6:00,1473,12,1,1473,0,0,0,0,0,0,1
12994505,photo,2/19/2015 1:40,1180,5,0,1180,0,0,0,0,0,0,1
12994506,photo,2/18/2015 23:59,1864,9,0,1864,0,0,0,0,0,0,1
12994507,link,2/18/2015 20:53,1032,9,0,1032,0,0,0,0,0,1,0
12994508,photo,2/18/2015 0:48,1630,15,1,1630,0,0,0,0,0,1,0
12994509,photo,2/15/2015 23:12,545,13,0,545,0,0,0,0,0,1,0
12994510,photo,2/15/2015 3:16,1193,38,5,1193,0,0,0,0,0,1,0
12994511,photo,2/14/2015 23:20,1477,11,1,1477,0,0,0,0,0,1,0
12994512,photo,2/14/2015 13:29,1272,7,1,1272,0,0,0,0,0,1,0
12994513,photo,2/13/2015 22:50,1238,21,0,1238,0,0,0,0,0,0,1
12994514,photo,2/13/2015 4:34,1500,13,1,1500,0,0,0,0,0,0,1
12994515,status,2/13/2015 2:47,1917,58,8,1917,0,0,0,0,0,0,1
12994516,photo,02/11/2015,1126,66,6,1126,0,0,0,0,0,0,1
12994517,photo,02/09/2015,1246,41,3,1246,0,0,0,0,0,0,1
12994518,photo,02/08/2015,1540,25,2,1540,0,0,0,0,0,0,1
12994519,photo,02/02/2015,1282,35,4,1282,0,0,0,0,0,1,0
12994520,photo,02/01/2015,1253,42,6,1253,0,0,0,0,0,1,0
12994521,photo,1/31/2015 23:55,1484,44,3,1484,0,0,0,0,0,1,0
12994522,photo,1/29/2015 22:47,1445,40,3,1445,0,0,0,0,0,1,0
12994523,link,1/29/2015 22:27,1132,16,8,1132,0,0,0,0,0,1,0
12994524,photo,1/26/2015 22:55,1610,55,8,1610,0,0,0,0,0,1,0
12994525,video,1/26/2015 6:02,1714,36,9,1714,0,0,0,0,0,1,0
12994526,video,1/25/2015 3:42,2785,26,1,2785,0,0,0,0,0,0,1
12994527,photo,1/24/2015 23:02,1884,17,2,1884,0,0,0,0,0,0,1
12994528,status,1/24/2015 23:01,1667,6,0,1667,0,0,0,0,0,0,1
12994529,video,1/23/2015 23:14,1204,9,5,1204,0,0,0,0,0,0,1
12994530,link,1/23/2015 19:58,1182,0,0,1182,0,0,0,0,0,0,1
12994531,link,1/23/2015 9:48,1212,7,1,1212,0,0,0,0,0,0,1
12994532,photo,1/23/2015 8:27,2674,24,1,2674,0,0,0,0,0,1,0
12994533,photo,1/22/2015 5:38,2054,21,3,2054,0,0,0,0,0,1,0
12994534,photo,1/19/2015 0:45,1469,51,4,1469,0,0,0,0,0,1,0
12994535,photo,1/19/2015 0:43,1668,10,1,1668,0,0,0,0,0,1,0
12994536,photo,1/18/2015 22:12,2000,9,1,2000,0,0,0,0,0,1,0
12994537,photo,1/18/2015 4:30,1497,11,0,1497,0,0,0,0,0,1,0
12994538,link,1/17/2015 12:02,1342,4,0,1342,0,0,0,0,0,0,1
12994539,photo,1/15/2015 23:09,1268,6,0,1268,0,0,0,0,0,0,1
12994540,photo,1/15/2015 23:07,1428,8,0,1428,0,0,0,0,0,0,1
12994541,photo,1/14/2015 8:17,1492,5,0,1492,0,0,0,0,0,0,1
12994542,video,1/13/2015 5:58,2621,122,98,2621,0,0,0,0,0,0,1
12994543,video,1/13/2015 0:12,1277,14,29,1277,0,0,0,0,0,0,1
12994544,photo,01/12/2015,1833,30,0,1833,0,0,0,0,0,1,0
12994545,status,01/11/2015,2149,37,0,2149,0,0,0,0,0,1,0
12994546,photo,01/10/2015,1562,46,9,1562,0,0,0,0,0,1,0
12994547,status,01/10/2015,98,3,1,98,0,0,0,0,0,1,0
12994548,status,01/10/2015,264,43,0,264,0,0,0,0,0,1,0
12994549,photo,01/10/2015,1253,13,4,1253,0,0,0,0,0,1,0
12994550,photo,01/10/2015,1300,18,1,1300,0,0,0,0,0,1,0
12994551,photo,01/09/2015,1451,8,0,1451,0,0,0,0,0,0,1
12994552,link,01/07/2015,1444,6,1,1444,0,0,0,0,0,0,1
12994553,link,01/07/2015,1182,0,0,1182,0,0,0,0,0,0,1
12994554,photo,01/07/2015,366,28,5,366,0,0,0,0,0,0,1
12994555,photo,01/02/2015,1424,6,0,1424,0,0,0,0,0,0,1
12994556,video,01/02/2015,1294,23,47,1294,0,0,0,0,0,0,1
12994557,video,12/10/2014,1501,113,38,1501,0,0,0,0,0,1,0
12994558,photo,11/22/2014 1:36,16,0,0,16,0,0,0,0,0,1,0
12994559,photo,11/21/2014 5:13,40,0,0,40,0,0,0,0,0,1,0
12994560,video,10/25/2014 9:12,1078,131,50,1078,0,0,0,0,0,1,0
12994561,photo,10/21/2014 23:13,413,29,3,413,0,0,0,0,0,1,0
12994562,video,10/19/2014 6:14,1077,243,65,1077,0,0,0,0,0,1,0
12994563,video,10/18/2014 5:50,860,196,64,860,0,0,0,0,0,0,1
12994564,video,10/06/2014,748,38,12,748,0,0,0,0,0,0,1
12994565,photo,10/01/2014,0,0,0,0,0,0,0,0,0,0,1
12994566,video,9/28/2014 9:31,103,1,0,103,0,0,0,0,0,0,1
12994567,photo,09/12/2014,9,0,1,9,0,0,0,0,0,0,1
12994568,photo,09/12/2014,7,0,0,7,0,0,0,0,0,0,1
12994569,photo,09/12/2014,10,0,0,10,0,0,0,0,0,1,0
12994570,photo,09/12/2014,15,0,0,15,0,0,0,0,0,1,0
12994571,photo,09/12/2014,16,0,3,16,0,0,0,0,0,1,0
12994572,video,8/24/2014 2:04,616,11,0,616,0,0,0,0,0,1,0
12994573,video,8/22/2014 9:25,1781,162,30,1781,0,0,0,0,0,1,0
12994574,video,8/21/2014 5:47,1343,15,3,1343,0,0,0,0,0,1,0
12994575,video,8/14/2014 11:37,212,16,0,212,0,0,0,0,0,1,0
12994576,video,08/06/2014,1053,5,1,1053,0,0,0,0,0,0,1
12994577,video,7/28/2014 4:11,1272,17,0,1272,0,0,0,0,0,0,1
12994578,video,7/27/2014 1:54,2081,58,36,2081,0,0,0,0,0,0,1
12994579,video,7/20/2014 3:32,2713,67,15,2713,0,0,0,0,0,0,1
12994580,video,7/20/2014 3:02,1529,22,7,1529,0,0,0,0,0,0,1
12994581,video,7/16/2014 20:43,753,9,0,753,0,0,0,0,0,0,1
12994582,video,7/16/2014 11:31,271,3,0,271,0,0,0,0,0,1,0
12994583,video,07/09/2014,1429,34,14,1429,0,0,0,0,0,1,0
12994584,video,07/07/2014,147,4,1,147,0,0,0,0,0,1,0
12994585,video,07/05/2014,3730,156,93,3730,0,0,0,0,0,1,0
12994586,video,07/02/2014,357,7,1,357,0,0,0,0,0,1,0
12994587,photo,07/01/2014,358,1,0,358,0,0,0,0,0,1,0
12994588,video,6/30/2014 3:53,1211,84,8,1211,0,0,0,0,0,0,1
12994589,video,6/26/2014 21:12,323,12,1,323,0,0,0,0,0,0,1
12994590,video,6/21/2014 11:54,169,4,0,169,0,0,0,0,0,0,1
12994591,video,6/18/2014 9:27,774,25,7,774,0,0,0,0,0,0,1
12994592,video,6/18/2014 2:34,1058,29,12,1058,0,0,0,0,0,0,1
12994593,video,6/17/2014 8:46,230,4,1,230,0,0,0,0,0,0,1
12994594,video,6/17/2014 5:53,1204,23,13,1204,0,0,0,0,0,1,0
12994595,video,06/09/2014,375,15,1,375,0,0,0,0,0,1,0
12994596,video,06/09/2014,300,15,0,300,0,0,0,0,0,1,0
12994597,video,06/08/2014,228,9,0,228,0,0,0,0,0,1,0
12994598,video,06/08/2014,435,9,1,435,0,0,0,0,0,1,0
12994599,video,06/05/2014,572,6,2,572,0,0,0,0,0,1,0
12994600,video,06/05/2014,532,19,1,532,0,0,0,0,0,1,0
12994601,video,06/05/2014,471,10,1,471,0,0,0,0,0,0,1
12994602,video,06/04/2014,640,31,2,640,0,0,0,0,0,0,1
12994603,photo,06/03/2014,376,3,20,376,0,0,0,0,0,0,1
12994604,video,06/02/2014,330,5,0,330,0,0,0,0,0,0,1
12994605,video,06/01/2014,591,41,2,591,0,0,0,0,0,0,1
12994606,video,5/31/2014 5:50,519,17,7,519,0,0,0,0,0,0,1
12994607,video,5/31/2014 0:24,437,4,0,437,0,0,0,0,0,1,0
12994608,video,5/30/2014 7:42,287,5,1,287,0,0,0,0,0,1,0
12994609,video,5/30/2014 7:30,482,38,0,482,0,0,0,0,0,1,0
12994610,video,5/28/2014 7:01,543,17,11,543,0,0,0,0,0,1,0
12994611,video,5/27/2014 23:41,463,14,0,463,0,0,0,0,0,1,0
12994612,photo,5/25/2014 22:03,272,3,0,272,0,0,0,0,0,1,0
12994613,video,5/25/2014 7:12,432,5,0,432,0,0,0,0,0,0,1
12994614,video,5/24/2014 6:47,1013,24,0,1013,0,0,0,0,0,0,1
12994615,video,5/24/2014 6:46,653,19,3,653,0,0,0,0,0,0,1
12994616,video,5/24/2014 6:28,148,6,0,148,0,0,0,0,0,0,1
12994617,video,5/23/2014 3:37,433,7,0,433,0,0,0,0,0,0,1
12994618,video,5/22/2014 9:35,404,6,7,404,0,0,0,0,0,0,1
12994619,video,5/22/2014 7:51,616,7,0,616,0,0,0,0,0,1,0
12994620,video,5/22/2014 6:07,452,5,0,452,0,0,0,0,0,1,0
12994621,video,5/20/2014 23:20,457,6,0,457,0,0,0,0,0,1,0
12994622,video,5/20/2014 23:19,600,13,0,600,0,0,0,0,0,1,0
12994623,video,5/19/2014 10:38,345,7,1,345,0,0,0,0,0,1,0
12994624,video,05/08/2014,156,7,0,156,0,0,0,0,0,1,0
12994625,video,05/08/2014,227,11,7,227,0,0,0,0,0,1,0
12994626,video,05/08/2014,748,40,4,748,0,0,0,0,0,0,1
12994627,video,05/06/2014,406,3,2,406,0,0,0,0,0,0,1
12994628,video,05/06/2014,548,36,5,548,0,0,0,0,0,0,1
12994629,photo,05/05/2014,156,0,0,156,0,0,0,0,0,0,1
12994630,video,05/04/2014,641,14,2,641,0,0,0,0,0,0,1
12994631,photo,05/01/2014,14,1,0,14,0,0,0,0,0,0,1
12994632,video,05/01/2014,489,13,1,489,0,0,0,0,0,1,0
12994633,video,4/30/2014 0:58,644,30,0,644,0,0,0,0,0,1,0
12994634,video,4/29/2014 9:26,187,12,1,187,0,0,0,0,0,1,0
12994635,video,4/28/2014 5:44,893,23,2,893,0,0,0,0,0,1,0
12994636,video,4/27/2014 14:40,406,18,8,406,0,0,0,0,0,1,0
12994637,video,4/27/2014 13:08,329,10,1,329,0,0,0,0,0,1,0
12994638,video,4/26/2014 23:32,507,15,0,507,0,0,0,0,0,0,1
12994639,photo,4/26/2014 8:55,188,8,0,188,0,0,0,0,0,0,1
12994640,video,4/26/2014 1:14,359,6,0,359,0,0,0,0,0,0,1
12994641,video,4/26/2014 0:00,525,14,1,525,0,0,0,0,0,0,1
12994642,video,4/25/2014 23:52,306,12,0,306,0,0,0,0,0,0,1
12994643,video,4/25/2014 23:33,615,20,4,615,0,0,0,0,0,0,1
12994644,video,4/25/2014 22:57,572,10,0,572,0,0,0,0,0,1,0
12994645,video,4/25/2014 9:45,110,0,1,110,0,0,0,0,0,1,0
12994646,video,4/25/2014 4:36,742,10,1,742,0,0,0,0,0,1,0
12994647,video,4/24/2014 4:58,596,17,1,596,0,0,0,0,0,1,0
12994648,video,5/24/2014 6:47,1013,24,0,1013,0,0,0,0,0,0,1
12994649,video,5/24/2014 6:46,653,19,3,653,0,0,0,0,0,0,1
12994650,video,5/24/2014 6:28,148,6,0,148,0,0,0,0,0,0,1
12994651,video,5/23/2014 3:37,433,7,0,433,0,0,0,0,0,0,1
12994652,video,5/22/2014 9:35,404,6,7,404,0,0,0,0,0,0,1
12994653,video,5/22/2014 7:51,616,7,0,616,0,0,0,0,0,1,0
12994654,video,5/22/2014 6:07,452,5,0,452,0,0,0,0,0,1,0
12994655,video,5/20/2014 23:20,457,6,0,457,0,0,0,0,0,1,0
12994656,video,5/20/2014 23:19,600,13,0,600,0,0,0,0,0,1,0
12994657,video,5/19/2014 10:38,345,7,1,345,0,0,0,0,0,1,0
12994658,video,05/08/2014,156,7,0,156,0,0,0,0,0,1,0
12994659,video,05/08/2014,227,11,7,227,0,0,0,0,0,1,0
12994660,video,05/08/2014,748,40,4,748,0,0,0,0,0,0,1
12994661,video,05/06/2014,406,3,2,406,0,0,0,0,0,0,1
12994662,video,05/06/2014,548,36,5,548,0,0,0,0,0,0,1
12994663,photo,05/05/2014,156,0,0,156,0,0,0,0,0,0,1
12994664,video,05/04/2014,641,14,2,641,0,0,0,0,0,0,1
12994665,photo,05/01/2014,14,1,0,14,0,0,0,0,0,0,1
12994666,video,05/01/2014,489,13,1,489,0,0,0,0,0,1,0
12994667,video,4/30/2014 0:58,644,30,0,644,0,0,0,0,0,1,0
12994668,video,3/15/2017 5:51,58,4,3,58,0,0,0,0,0,0,1
12994669,photo,3/14/2017 9:10,272,9,0,268,2,2,0,0,0,0,1
12994670,photo,3/14/2017 0:42,213,2,2,207,6,0,0,0,0,0,1
12994671,photo,3/13/2017 0:46,225,2,0,220,5,0,0,0,0,0,1
12994672,photo,03/12/2017,463,48,2,450,8,4,1,0,0,0,1
12994673,photo,03/12/2017,285,7,0,276,8,1,0,0,0,1,0
12994674,photo,03/12/2017,526,18,0,512,12,2,0,0,0,1,0
12994675,photo,03/11/2017,418,4,0,406,9,3,0,0,0,1,0
12994676,photo,03/11/2017,515,10,0,505,9,0,1,0,0,1,0
12994677,photo,03/11/2017,377,5,0,365,10,2,0,0,0,1,0
12994678,photo,03/11/2017,1186,37,1,1161,19,6,0,0,0,1,0
12994679,video,03/09/2017,591,560,49,498,84,3,4,1,1,1,0
12994680,photo,03/05/2017,424,8,1,411,13,0,0,0,0,0,1
12994681,photo,03/04/2017,119,16,0,105,0,0,0,8,6,0,1
12994682,photo,03/04/2017,67,9,0,66,1,0,0,0,0,0,1
12994683,photo,03/04/2017,439,10,3,424,15,0,0,0,0,0,1
12994684,status,03/04/2017,1043,117,24,984,58,1,0,0,0,0,1
12994685,photo,03/04/2017,690,10,0,667,21,2,0,0,0,0,1
12994686,status,03/02/2017,84,7,1,84,0,0,0,0,0,1,0
12994687,photo,03/01/2017,491,16,0,478,11,2,0,0,0,1,0
12994688,photo,2/28/2017 2:45,63,1,0,61,0,2,0,0,0,1,0
12994689,link,2/27/2017 10:53,46,3,1,46,0,0,0,0,0,1,0
12994690,photo,2/24/2017 9:12,320,17,0,309,9,1,1,0,0,1,0
12994691,video,2/22/2017 2:51,51,8,6,51,0,0,0,0,0,1,0
12994692,photo,2/20/2017 1:13,85,9,2,83,2,0,0,0,0,0,1
12994693,photo,2/20/2017 1:02,99,13,0,98,1,0,0,0,0,0,1
12994694,photo,2/17/2017 22:28,213,13,1,212,1,0,0,0,0,0,1
12994695,photo,2/16/2017 5:37,156,12,0,154,2,0,0,0,0,0,1
12994696,video,2/15/2017 9:11,204,128,4,184,17,0,2,1,0,0,1
12994697,photo,2/15/2017 3:08,246,8,0,241,3,2,0,0,0,0,1
12994698,photo,2/14/2017 7:41,225,2,0,219,6,0,0,0,0,1,0
12994699,video,2/14/2017 4:01,256,427,30,191,62,1,2,0,0,1,0
12994700,photo,2/14/2017 0:17,146,1,0,142,2,2,0,0,0,1,0
12994701,photo,2/13/2017 1:54,212,0,1,206,5,0,1,0,0,1,0
12994702,photo,02/12/2017,229,3,0,225,4,0,0,0,0,1,0
12994703,photo,02/11/2017,66,2,0,64,1,1,0,0,0,1,0
12994704,photo,02/11/2017,158,0,0,157,1,0,0,0,0,1,0
12994705,photo,02/10/2017,301,7,0,288,6,6,0,1,0,0,1
12994706,video,02/10/2017,88,1,0,87,1,0,0,0,0,0,1
12994707,video,02/10/2017,148,54,2,126,18,4,0,0,0,0,1
12994708,photo,02/09/2017,398,11,0,390,4,4,0,0,0,0,1
12994709,video,4/24/2014 3:14,1230,31,2,1230,0,0,0,0,0,1,0
12994710,video,4/23/2014 5:10,758,24,3,758,0,0,0,0,0,1,0
12994711,video,4/22/2014 13:31,322,9,12,322,0,0,0,0,0,1,0
12994712,video,4/22/2014 6:10,924,22,6,924,0,0,0,0,0,0,1
12994713,photo,4/22/2014 5:43,537,16,1,537,0,0,0,0,0,0,1
12994714,video,4/20/2014 12:27,433,4,0,433,0,0,0,0,0,0,1
12994715,video,4/18/2014 5:32,442,17,11,442,0,0,0,0,0,0,1
12994716,video,4/17/2014 0:44,544,19,0,544,0,0,0,0,0,0,1
12994717,video,4/15/2014 23:55,699,10,2,699,0,0,0,0,0,0,1
12994718,video,4/15/2014 17:52,1442,48,5,1442,0,0,0,0,0,1,0
12994719,video,04/11/2014,332,3,2,332,0,0,0,0,0,1,0
12994720,video,04/11/2014,972,16,2,972,0,0,0,0,0,1,0
12994721,video,3/28/2014 8:07,330,18,0,330,0,0,0,0,0,1,0
12994722,video,3/27/2014 9:45,1325,30,2,1325,0,0,0,0,0,1,0
12994723,video,3/25/2014 12:31,1923,234,5,1923,0,0,0,0,0,1,0
12994724,video,3/22/2014 8:44,1467,107,1,1467,0,0,0,0,0,0,1
12994725,video,3/22/2014 6:38,1989,36,5,1989,0,0,0,0,0,0,1
12994726,video,3/22/2014 0:54,779,9,0,779,0,0,0,0,0,0,1
12994727,video,3/21/2014 23:26,626,9,0,626,0,0,0,0,0,0,1
12994728,video,3/21/2014 9:38,493,14,2,493,0,0,0,0,0,0,1
12994729,video,3/18/2014 5:19,2520,64,33,2520,0,0,0,0,0,0,1
12994730,video,3/16/2014 9:41,273,10,0,273,0,0,0,0,0,1,0
12994731,video,3/16/2014 1:19,2613,50,3,2613,0,0,0,0,0,1,0
12994732,video,3/15/2014 15:12,2137,44,3,2137,0,0,0,0,0,1,0
12994733,video,3/15/2014 7:49,665,9,1,665,0,0,0,0,0,1,0
12994734,video,3/15/2014 5:40,3919,77,12,3919,0,0,0,0,0,1,0
12994735,video,3/14/2014 5:59,4094,61,6,4094,0,0,0,0,0,1,0
12994736,video,3/13/2014 2:20,2836,48,7,2836,0,0,0,0,0,1,0
