"","age","marital","race","education","job_class","health_ins","height","daily_wage","ageNum"
"1525","45","Married","1","HS Grad","Industrial","Yes",71,92.79134808,45
"1526","56","Married","1","HS Grad","Industrial","No",69,99.6916284,56
"1527","40","Never Married","1","College Grad","Information","No",73,114.4757133,40
"1528","71","Married","2","< HS Grad","Industrial","No",75,89.24288466,71
"1529","30","Married","1","HS Grad","Industrial","No",67,118.8843593,30
"1530","45","Married","1","College Grad","Information","Yes",65,148.4131591,45
"1531","41","Married","1","HS Grad","Industrial","Yes",69,90.48191336,41
"1532","40","Married","4","Some College","Information","Yes",68,118.8843593,40
"1533","59","Married","1","< HS Grad","Information","Yes",67,89.16782867,59
"1534","46","Married","3","< HS Grad","Industrial","No",72,73.77574327,46
"1535","38","Never Married","1","HS Grad","Industrial","Yes",67,70.47601965,38
"1536","26","Married","1","Some College","Industrial","Yes",72,93.48669204,26
"1537","53","Married","2","HS Grad","Information","Yes",69,70.47601965,53
"1538","46","Divorced","1","College Grad","Information","Yes",72,99.6894637,46
"1539","42","Married","1","Some College","Industrial","Yes",70,98.59934386,42
"1540","28","Never Married","2","Some College","Industrial","No",74,54.59815003,28
"1541","30","Never Married","1","< HS Grad","Industrial","No",71,86.69515483,30
"1542","34","Married","3","College Grad","Information","Yes",76,118.8843593,34
"1543","46","Married","1","College Grad","Industrial","No",67,160.6424754,46
"1544","22","Never Married","1","Some College","Industrial","No",67,59.09706408,22
"1545","37","Never Married","1","HS Grad","Information","Yes",68,92.72952791,37
"1546","27","Married","1","Some College","Industrial","Yes",67,63.188861,27
"1547","52","Married","1","HS Grad","Information","Yes",69,114.4757133,52
"1548","43","Married","1","HS Grad","Industrial","No",69,65.11085372,43
"1549","52","Married","1","HS Grad","Industrial","Yes",68,148.4131591,52
"1550","54","Never Married","2","Some College","Information","Yes",65,109.4898415,54
"1551","47","Married","1","HS Grad","Industrial","Yes",68,99.6894637,47
"1552","21","Never Married","2","Some College","Information","Yes",70,105.9278108,21
"1553","42","Married","1","College Grad","Information","Yes",69,134.7053751,42
"1554","72","Married","1","Advanced Degree","Information","Yes",72,189.2441629,72
"1555","38","Married","3","HS Grad","Information","Yes",68,104.9215065,38
"1556","53","Married","1","HS Grad","Industrial","Yes",70,82.6796373,53
"1557","35","Separated","1","Some College","Information","No",70,81.28325328,35
"1558","60","Married","1","HS Grad","Industrial","Yes",74,76.89360252,60
"1559","39","Married","1","HS Grad","Information","Yes",71,85.38394038,39
"1560","45","Divorced","2","HS Grad","Information","No",69,73.77574327,45
"1561","61","Married","1","HS Grad","Information","Yes",63,106.6080215,61
"1562","64","Divorced","1","HS Grad","Information","Yes",69,95.23071257,64
"1563","39","Married","3","< HS Grad","Industrial","Yes",72,70.47601965,39
"1564","46","Married","2","Some College","Information","Yes",69,105.9278108,46
"1565","25","Never Married","2","Some College","Information","No",65,56.45386498,25
"1566","80","Married","1","Some College","Information","Yes",69,94.07271475,80
"1567","51","Divorced","1","Some College","Industrial","Yes",69,105.9278108,51
"1568","58","Married","1","HS Grad","Industrial","Yes",69,75.04315402,58
"1569","52","Married","1","Some College","Industrial","Yes",73,118.8843593,52
"1570","45","Married","1","Advanced Degree","Information","Yes",67,138.2991269,45
"1571","41","Never Married","1","Some College","Industrial","Yes",68,99.6894637,41
"1572","42","Married","1","HS Grad","Industrial","Yes",68,95.23071257,42
"1573","31","Never Married","1","Some College","Industrial","Yes",66,94.07271475,31
"1574","49","Divorced","1","HS Grad","Information","Yes",69,123.0896998,49
"1575","47","Divorced","1","HS Grad","Industrial","Yes",66,90.48191336,47
"1576","39","Married","1","HS Grad","Information","Yes",74,87.98103279,39
"1577","53","Married","1","College Grad","Information","Yes",70,109.8339856,53
"1578","37","Married","1","HS Grad","Industrial","Yes",77,85.38394038,37
"1579","52","Married","1","College Grad","Industrial","Yes",65,191.5736835,52
"1580","41","Married","1","HS Grad","Industrial","Yes",74,101.8243521,41
"1581","39","Married","3","College Grad","Information","Yes",67,148.4131591,39
"1582","63","Married","1","Advanced Degree","Information","Yes",72,171.7651326,63
"1583","23","Never Married","1","HS Grad","Industrial","No",70,73.45442826,23
"1584","62","Married","2","HS Grad","Information","Yes",71,87.98103279,62
"1585","43","Married","1","Advanced Degree","Information","Yes",70,272.2947832,43
"1586","29","Never Married","2","HS Grad","Industrial","No",66,102.8702469,29
"1587","43","Married","3","Advanced Degree","Information","Yes",75,160.6424754,43
"1588","34","Married","2","College Grad","Information","No",66,123.0896998,34
"1589","38","Married","3","Advanced Degree","Information","Yes",70,91.69922611,38
"1590","25","Never Married","1","College Grad","Information","Yes",68,85.38394038,25
"1591","64","Married","2","HS Grad","Information","Yes",69,109.8339856,64
"1592","49","Married","1","College Grad","Industrial","Yes",70,114.4757133,49
"1593","46","Married","1","College Grad","Industrial","Yes",69,84.31576886,46
"1594","30","Married","1","Advanced Degree","Information","Yes",71,114.4757133,30
"1595","33","Never Married","1","Some College","Industrial","No",69,57.35259108,33
"1596","29","Married","1","College Grad","Information","Yes",70,104.9215065,29
"1597","32","Married","1","HS Grad","Information","Yes",67,125.5254984,32
"1598","54","Married","1","HS Grad","Information","Yes",72,108.8745258,54
"1599","40","Never Married","2","HS Grad","Industrial","Yes",70,65.11085372,40
"1600","24","Never Married","1","College Grad","Industrial","Yes",71,109.8339856,24
"1601","30","Separated","1","< HS Grad","Industrial","No",68,70.81503862,30
"1602","49","Married","1","College Grad","Industrial","Yes",68,145.1436012,49
"1603","47","Married","4","HS Grad","Industrial","Yes",68,101.8243521,47
"1604","25","Never Married","2","HS Grad","Industrial","No",68,84.04595765,25
"1605","44","Married","1","Some College","Industrial","Yes",68,134.7053751,44
"1606","41","Divorced","1","< HS Grad","Information","Yes",72,97.49329405,41
"1607","54","Separated","1","College Grad","Industrial","Yes",69,154.685293,54
"1608","59","Married","1","Advanced Degree","Information","Yes",70,200.5432623,59
"1609","25","Never Married","1","HS Grad","Industrial","No",74,59.73422334,25
"1610","63","Married","2","Advanced Degree","Industrial","No",67,91.69922611,63
"1611","49","Never Married","1","Some College","Information","Yes",68,109.8339856,49
"1612","35","Separated","2","Some College","Information","Yes",65,114.4757133,35
"1613","24","Never Married","3","HS Grad","Industrial","No",74,66.22940829,24
"1614","66","Married","1","HS Grad","Industrial","Yes",66,92.89584479,66
"1615","57","Married","4","< HS Grad","Industrial","No",69,94.07271475,57
"1616","47","Married","1","College Grad","Information","Yes",70,118.8843593,47
"1617","44","Married","1","College Grad","Industrial","Yes",66,132.4878211,44
"1618","56","Married","1","College Grad","Industrial","Yes",69,127.1157438,56
"1619","34","Married","1","HS Grad","Information","No",66,99.6894637,34
"1620","23","Married","1","< HS Grad","Industrial","No",67,40.40566526,23
"1621","30","Married","1","College Grad","Industrial","Yes",67,138.2991269,30
"1622","38","Married","1","Some College","Industrial","No",69,102.8702469,38
"1623","43","Married","2","< HS Grad","Information","Yes",70,79.85490031,43
"1624","58","Divorced","1","Some College","Information","Yes",70,111.7208494,58
"1625","36","Married","1","HS Grad","Industrial","No",71,62.19867943,36
"1626","48","Never Married","1","HS Grad","Information","Yes",69,70.47601965,48
"1627","35","Married","1","HS Grad","Information","Yes",72,86.04280113,35
"1628","22","Never Married","1","HS Grad","Information","No",74,99.6894637,22
"1629","50","Married","1","College Grad","Information","Yes",70,113.5670896,50
"1630","58","Married","1","< HS Grad","Industrial","No",65,100.7642728,58
"1631","20","Never Married","1","HS Grad","Information","No",70,61.18752643,20
"1632","44","Married","1","HS Grad","Industrial","Yes",67,113.6127457,44
"1633","50","Married","3","College Grad","Information","Yes",70,134.7053751,50
"1634","55","Married","1","HS Grad","Industrial","Yes",67,104.9235317,55
"1635","39","Never Married","1","HS Grad","Information","Yes",69,109.8339856,39
"1636","32","Never Married","1","College Grad","Information","Yes",71,276.7784133,32
"1637","50","Married","1","College Grad","Information","No",69,148.4131591,50
"1638","24","Married","1","< HS Grad","Industrial","No",69,148.4131591,24
"1639","53","Married","1","Some College","Information","Yes",67,109.8339856,53
"1640","35","Married","1","HS Grad","Information","No",66,81.28325328,35
"1641","25","Never Married","1","< HS Grad","Information","Yes",67,79.85490031,25
"1642","24","Never Married","3","College Grad","Industrial","Yes",72,109.8339856,24
"1643","57","Separated","1","College Grad","Industrial","Yes",72,148.4131591,57
"1644","43","Married","1","< HS Grad","Information","Yes",71,65.11085372,43
"1645","33","Married","1","Some College","Information","Yes",62,88.29869947,33
"1646","40","Married","1","Some College","Information","Yes",64,91.69922611,40
"1647","39","Never Married","1","College Grad","Industrial","Yes",69,73.77574327,39
"1648","32","Married","1","Advanced Degree","Information","Yes",75,70.47601965,32
"1649","48","Divorced","1","College Grad","Information","Yes",67,128.6804882,48
"1650","29","Married","1","Advanced Degree","Industrial","Yes",66,94.07271475,29
"1651","35","Divorced","1","College Grad","Industrial","Yes",75,98.59934386,35
"1652","41","Married","1","HS Grad","Industrial","Yes",67,133.2323508,41
"1653","52","Married","1","HS Grad","Industrial","Yes",70,134.7053751,52
"1654","50","Married","1","HS Grad","Industrial","No",70,91.69922611,50
"1655","35","Married","3","College Grad","Information","No",67,160.6354986,35
"1656","27","Married","1","Some College","Industrial","Yes",69,99.6894637,27
"1657","57","Married","1","Advanced Degree","Industrial","Yes",73,114.4757133,57
"1658","48","Married","1","Some College","Information","No",69,97.49329405,48
"1659","41","Divorced","2","Some College","Information","Yes",69,98.04835051,41
"1660","59","Married","1","Advanced Degree","Information","Yes",68,104.9215065,59
"1661","55","Married","1","College Grad","Information","Yes",68,109.8339856,55
"1662","54","Divorced","1","HS Grad","Information","Yes",73,133.2323508,54
"1663","34","Married","1","Advanced Degree","Industrial","Yes",69,118.8843593,34
"1664","43","Never Married","1","HS Grad","Information","Yes",69,73.77574327,43
"1665","43","Divorced","2","College Grad","Information","Yes",73,104.9215065,43
"1666","62","Widowed","1","< HS Grad","Industrial","No",67,62.03030461,62
"1667","45","Never Married","1","HS Grad","Information","No",66,97.49329405,45
"1668","40","Married","1","College Grad","Industrial","Yes",69,145.8051634,40
"1669","33","Married","1","HS Grad","Information","Yes",69,82.6796373,33
"1670","45","Married","1","Advanced Degree","Information","Yes",67,148.4131591,45
"1671","21","Never Married","1","Some College","Industrial","No",68,49.55533812,21
"1672","54","Married","3","< HS Grad","Industrial","No",70,73.77574327,54
"1673","43","Married","1","College Grad","Industrial","No",67,73.77574327,43
"1674","54","Married","1","College Grad","Industrial","Yes",69,127.1157438,54
"1675","35","Married","1","< HS Grad","Industrial","Yes",68,109.8339856,35
"1676","23","Never Married","1","Some College","Industrial","Yes",70,61.59458318,23
"1677","61","Widowed","1","HS Grad","Industrial","Yes",74,111.4404696,61
"1678","51","Divorced","1","College Grad","Industrial","Yes",66,138.2991269,51
"1679","43","Married","1","Some College","Industrial","Yes",72,127.1157438,43
"1680","20","Never Married","1","HS Grad","Industrial","No",70,75.35567932,20
"1681","51","Married","4","Some College","Industrial","Yes",68,139.0034081,51
"1682","65","Married","1","HS Grad","Information","Yes",74,118.8843593,65
"1683","37","Married","1","HS Grad","Industrial","Yes",68,109.8339856,37
"1684","24","Never Married","1","HS Grad","Industrial","No",69,66.23309573,24
"1685","36","Married","1","HS Grad","Industrial","Yes",68,73.29308207,36
"1686","45","Married","1","Some College","Information","No",71,130.9821774,45
"1687","33","Married","1","Advanced Degree","Information","Yes",67,276.7784133,33
"1688","36","Divorced","1","HS Grad","Industrial","No",74,86.91032774,36
"1689","32","Married","1","HS Grad","Industrial","Yes",65,109.8339856,32
"1690","45","Married","1","HS Grad","Industrial","Yes",68,118.8843593,45
"1691","51","Married","1","HS Grad","Industrial","No",69,104.9215065,51
"1692","33","Married","1","Some College","Information","Yes",72,136.8763676,33
"1693","47","Divorced","1","Some College","Industrial","Yes",66,84.04595765,47
"1694","37","Married","1","Advanced Degree","Information","Yes",71,196.1252726,37
"1695","41","Married","1","Some College","Information","Yes",72,121.4303138,41
"1696","23","Never Married","1","HS Grad","Information","No",71,96.3977959,23
"1697","57","Married","1","College Grad","Industrial","Yes",73,128.6804882,57
"1698","61","Married","1","Advanced Degree","Information","Yes",67,148.4131591,61
"1699","47","Divorced","1","Some College","Industrial","Yes",67,85.38394038,47
"1700","29","Married","3","College Grad","Information","Yes",73,87.98103279,29
"1701","37","Married","1","HS Grad","Industrial","Yes",71,99.6894637,37
"1702","57","Married","1","HS Grad","Industrial","Yes",68,148.4131591,57
"1703","39","Never Married","1","Advanced Degree","Information","No",69,81.28325328,39
"1704","59","Married","1","College Grad","Information","Yes",71,145.8051634,59
"1705","31","Married","1","College Grad","Information","Yes",68,149.0558956,31
"1706","26","Never Married","1","HS Grad","Industrial","No",66,97.49329405,26
"1707","51","Married","1","HS Grad","Industrial","Yes",69,118.0197533,51
"1708","38","Married","1","HS Grad","Industrial","No",68,99.6894637,38
"1709","51","Married","1","College Grad","Information","No",64,118.8843593,51
"1710","50","Married","1","HS Grad","Information","Yes",68,79.85490031,50
"1711","32","Married","1","Advanced Degree","Industrial","Yes",71,118.8843593,32
"1712","38","Married","1","College Grad","Information","Yes",70,160.6424754,38
"1713","49","Married","1","HS Grad","Industrial","Yes",71,176.9896505,49
"1714","40","Never Married","1","Some College","Information","Yes",68,73.77574327,40
"1715","60","Married","3","Advanced Degree","Information","Yes",67,154.685293,60
"1716","30","Never Married","1","College Grad","Information","Yes",72,101.8243521,30
"1717","41","Married","1","College Grad","Information","Yes",71,130.9821774,41
"1718","32","Never Married","1","Some College","Information","Yes",70,114.4757133,32
"1719","26","Never Married","1","College Grad","Information","Yes",66,105.9278108,26
"1720","41","Married","1","Some College","Industrial","Yes",68,81.28325328,41
"1721","53","Married","1","HS Grad","Industrial","Yes",68,134.7053751,53
"1722","35","Married","1","Some College","Information","No",70,97.49329405,35
"1723","50","Married","1","HS Grad","Industrial","Yes",73,109.8339856,50
"1724","43","Married","1","College Grad","Information","Yes",68,171.7651326,43
"1725","50","Separated","1","HS Grad","Information","Yes",72,67.82678713,50
"1726","19","Never Married","2","HS Grad","Information","No",66,73.77574327,19
"1727","42","Married","1","HS Grad","Industrial","No",67,91.69922611,42
"1728","53","Married","3","HS Grad","Industrial","Yes",64,66.96164432,53
"1729","22","Never Married","2","Some College","Information","No",68,95.23071257,22
"1730","49","Married","1","HS Grad","Industrial","Yes",68,98.59934386,49
"1731","33","Never Married","1","HS Grad","Industrial","Yes",68,109.8339856,33
"1732","31","Never Married","1","HS Grad","Industrial","Yes",65,81.28325328,31
"1733","43","Married","1","< HS Grad","Industrial","Yes",72,90.48191336,43
"1734","57","Married","1","Advanced Degree","Information","No",67,109.8339856,57
"1735","40","Married","1","Advanced Degree","Information","Yes",70,148.4131591,40
"1736","48","Married","1","HS Grad","Information","Yes",74,84.52946902,48
"1737","46","Married","1","College Grad","Industrial","Yes",72,101.8243521,46
"1738","58","Married","1","College Grad","Industrial","Yes",69,104.9215065,58
"1739","50","Married","1","< HS Grad","Industrial","Yes",74,104.9215065,50
"1740","38","Married","1","Some College","Information","Yes",71,99.6894637,38
"1741","33","Never Married","1","Advanced Degree","Information","Yes",68,101.4020523,33
"1742","52","Married","1","Some College","Information","Yes",65,149.0558956,52
"1743","48","Married","1","< HS Grad","Industrial","No",65,73.77574327,48
"1744","53","Married","1","Advanced Degree","Information","No",63,160.6424754,53
"1745","37","Never Married","1","Some College","Information","Yes",71,118.8843593,37
"1746","43","Married","1","HS Grad","Industrial","No",72,119.4052043,43
"1747","54","Married","1","Some College","Industrial","Yes",72,107.9039239,54
"1748","41","Married","1","Advanced Degree","Information","Yes",62,154.8683672,41
"1749","57","Married","1","College Grad","Industrial","No",72,75.35567932,57
"1750","54","Married","1","Advanced Degree","Industrial","Yes",69,118.5395025,54
"1751","25","Divorced","1","HS Grad","Industrial","Yes",66,76.89360252,25
"1752","35","Separated","1","< HS Grad","Information","No",70,62.19867943,35
"1753","29","Married","1","Some College","Industrial","Yes",71,182.020621,29
"1754","36","Married","1","HS Grad","Industrial","Yes",71,267.9010869,36
"1755","43","Married","1","College Grad","Industrial","Yes",74,141.7751723,43
"1756","41","Married","1","College Grad","Information","Yes",69,186.8766776,41
"1757","52","Married","1","College Grad","Industrial","No",67,72.15045568,52
"1758","48","Married","1","HS Grad","Industrial","No",70,49.55533812,48
"1759","51","Married","2","HS Grad","Information","No",68,81.28325328,51
"1760","55","Married","1","Some College","Information","Yes",69,118.8843593,55
"1761","37","Married","1","Advanced Degree","Information","No",71,97.49329405,37
"1762","48","Never Married","1","Some College","Industrial","Yes",69,111.7208494,48
"1763","42","Married","1","< HS Grad","Industrial","Yes",67,101.8243521,42
"1764","43","Married","1","College Grad","Industrial","Yes",74,127.1157438,43
"1765","32","Married","1","HS Grad","Industrial","No",69,87.98103279,32
"1766","33","Never Married","1","College Grad","Industrial","Yes",71,84.04595765,33
"1767","48","Married","1","HS Grad","Industrial","No",68,78.3924668,48
"1768","20","Never Married","2","Some College","Information","No",72,46.36650274,20
"1769","43","Married","1","HS Grad","Industrial","Yes",65,132.8607653,43
"1770","58","Divorced","2","HS Grad","Information","Yes",71,61.59458318,58
"1771","38","Married","1","Some College","Industrial","Yes",71,99.6894637,38
"1772","23","Never Married","1","HS Grad","Information","No",70,66.22940829,23
"1773","54","Divorced","1","HS Grad","Industrial","Yes",69,108.8745258,54
"1774","66","Married","1","Advanced Degree","Industrial","Yes",68,99.6894637,66
"1775","47","Married","1","Advanced Degree","Information","Yes",74,152.838801,47
"1776","35","Married","1","Some College","Information","No",68,76.89360252,35
"1777","39","Married","1","HS Grad","Industrial","Yes",74,143.1349408,39
"1778","35","Never Married","2","Some College","Information","Yes",73,125.2042866,35
"1779","40","Married","1","Some College","Industrial","Yes",71,75.61069586,40
"1780","41","Married","3","HS Grad","Industrial","Yes",73,109.8339856,41
"1781","40","Married","1","Advanced Degree","Information","Yes",68,176.9896505,40
"1782","50","Married","2","HS Grad","Industrial","No",73,59.09706408,50
"1783","35","Married","1","HS Grad","Industrial","Yes",69,99.6894637,35
"1784","43","Married","1","Some College","Industrial","No",72,95.23071257,43
"1785","26","Never Married","1","Some College","Information","Yes",70,104.9215065,26
"1786","23","Never Married","1","HS Grad","Information","No",71,49.55533812,23
"1787","61","Married","1","Advanced Degree","Information","No",70,130.9821774,61
"1788","24","Never Married","1","College Grad","Information","Yes",71,43.73511168,24
"1789","66","Married","2","Some College","Information","Yes",66,118.8843593,66
"1790","50","Widowed","1","HS Grad","Industrial","Yes",69,109.8339856,50
"1791","22","Never Married","1","HS Grad","Information","No",71,75.04315402,22
"1792","62","Married","2","HS Grad","Information","Yes",73,91.69922611,62
"1793","55","Married","1","College Grad","Information","Yes",70,105.9278108,55
"1794","41","Married","1","College Grad","Industrial","No",72,73.77574327,41
"1795","54","Married","1","College Grad","Information","Yes",71,170.1568344,54
"1796","29","Married","3","College Grad","Industrial","No",68,138.2991269,29
"1797","39","Married","2","HS Grad","Industrial","Yes",70,101.8243521,39
"1798","71","Divorced","1","College Grad","Information","No",70,87.98103279,71
"1799","22","Never Married","1","College Grad","Industrial","Yes",65,78.3924668,22
"1800","48","Married","1","College Grad","Information","No",69,123.0896998,48
"1801","35","Married","1","Some College","Industrial","Yes",70,116.2653241,35
"1802","46","Married","1","College Grad","Industrial","No",71,90.48191336,46
"1803","51","Married","1","< HS Grad","Industrial","Yes",72,109.8339856,51
"1804","55","Married","1","HS Grad","Information","Yes",75,104.9215065,55
"1805","36","Married","1","HS Grad","Information","Yes",67,118.8843593,36
"1806","57","Married","1","HS Grad","Industrial","No",70,94.07271475,57
"1807","21","Married","1","HS Grad","Industrial","Yes",66,141.7751723,21
"1808","60","Married","1","Advanced Degree","Information","Yes",65,128.6804882,60
"1809","41","Never Married","2","Some College","Industrial","No",71,73.77574327,41
"1810","56","Married","1","College Grad","Information","Yes",63,139.3538118,56
"1811","32","Never Married","1","College Grad","Information","Yes",68,94.07271475,32
"1812","32","Married","1","HS Grad","Industrial","Yes",71,73.77574327,32
"1813","36","Divorced","1","Some College","Industrial","Yes",66,107.9039239,36
"1814","28","Never Married","1","HS Grad","Industrial","No",68,64.54207487,28
"1815","60","Married","1","Advanced Degree","Information","No",71,138.2991269,60
"1816","41","Married","1","Some College","Information","Yes",74,89.24288466,41
"1817","55","Married","1","Some College","Industrial","Yes",70,99.6894637,55
"1818","36","Married","2","Some College","Industrial","Yes",65,109.8339856,36
"1819","46","Never Married","2","Some College","Information","Yes",67,90.48191336,46
"1820","62","Married","1","HS Grad","Industrial","No",67,89.49247952,62
"1821","44","Married","1","HS Grad","Industrial","No",72,102.7662809,44
"1822","36","Married","1","College Grad","Industrial","Yes",71,118.8843593,36
"1823","41","Married","1","HS Grad","Information","Yes",68,148.4131591,41
"1824","22","Never Married","1","College Grad","Information","Yes",67,114.4757133,22
"1825","51","Married","1","Advanced Degree","Information","Yes",67,129.9836348,51
"1826","57","Married","1","< HS Grad","Information","Yes",67,110.7826503,57
"1827","55","Married","1","HS Grad","Information","Yes",71,114.4757133,55
"1828","36","Married","1","College Grad","Information","Yes",69,148.4131591,36
"1829","43","Married","1","Advanced Degree","Information","Yes",67,276.7784133,43
"1830","38","Married","1","Some College","Information","No",67,23.95294448,38
"1831","27","Never Married","1","Some College","Information","No",69,103.9024706,27
"1832","32","Married","1","Some College","Industrial","Yes",71,118.8843593,32
"1833","44","Never Married","1","< HS Grad","Industrial","No",67,71.68674367,44
"1834","56","Married","3","College Grad","Industrial","Yes",71,276.7784133,56
"1835","38","Married","2","College Grad","Information","Yes",68,141.7751723,38
"1836","36","Married","1","< HS Grad","Industrial","No",69,99.6894637,36
"1837","28","Never Married","1","Some College","Industrial","Yes",73,108.8745258,28
"1838","39","Married","1","HS Grad","Industrial","Yes",69,79.85490031,39
"1839","42","Never Married","2","HS Grad","Information","No",70,78.98460618,42
"1840","51","Married","1","< HS Grad","Industrial","Yes",71,82.6796373,51
"1841","55","Married","2","HS Grad","Information","Yes",67,89.49247952,55
"1842","39","Never Married","1","Advanced Degree","Information","Yes",68,130.9821774,39
"1843","42","Married","1","< HS Grad","Industrial","No",71,109.7060518,42
"1844","33","Married","2","Advanced Degree","Information","Yes",69,117.1468169,33
"1845","23","Never Married","1","HS Grad","Information","Yes",66,73.77574327,23
"1846","40","Married","1","College Grad","Industrial","Yes",70,81.28325328,40
"1847","40","Married","1","Some College","Industrial","No",69,80.85819596,40
"1848","51","Married","3","Some College","Industrial","Yes",68,107.9039239,51
"1849","76","Married","3","College Grad","Industrial","Yes",70,76.89360252,76
"1850","57","Divorced","1","Advanced Degree","Industrial","Yes",69,87.98103279,57
"1851","27","Separated","1","Some College","Industrial","Yes",68,95.23071257,27
"1852","26","Never Married","2","HS Grad","Industrial","Yes",69,84.04595765,26
"1853","25","Married","1","HS Grad","Industrial","Yes",67,99.6894637,25
"1854","27","Married","1","Some College","Industrial","Yes",66,101.4020523,27
"1855","33","Never Married","1","Some College","Information","Yes",71,87.98103279,33
"1856","51","Divorced","1","< HS Grad","Industrial","Yes",69,87.98103279,51
"1857","22","Never Married","1","College Grad","Information","Yes",64,94.07271475,22
"1858","47","Married","1","HS Grad","Industrial","Yes",71,128.1996369,47
"1859","34","Never Married","1","Some College","Information","Yes",72,136.5176552,34
"1860","47","Divorced","1","Some College","Industrial","Yes",69,107.9039239,47
"1861","31","Never Married","1","Some College","Industrial","Yes",68,123.0896998,31
"1862","46","Married","1","HS Grad","Industrial","Yes",68,91.69922611,46
"1863","47","Married","1","HS Grad","Information","Yes",69,78.3924668,47
"1864","49","Married","1","College Grad","Industrial","Yes",67,154.685293,49
"1865","40","Married","2","College Grad","Industrial","Yes",71,136.1577108,40
"1866","51","Married","1","< HS Grad","Information","Yes",71,81.28325328,51
"1867","31","Married","1","Some College","Industrial","Yes",73,76.28327785,31
"1868","58","Married","1","HS Grad","Information","Yes",64,109.8339856,58
"1869","48","Married","2","Some College","Industrial","No",76,87.78843622,48
"1870","54","Divorced","2","College Grad","Industrial","Yes",72,127.1157438,54
"1871","56","Never Married","1","Advanced Degree","Information","No",71,154.0729972,56
"1872","61","Married","1","HS Grad","Industrial","Yes",72,109.8339856,61
"1873","32","Married","3","Advanced Degree","Industrial","Yes",71,138.2991269,32
"1874","60","Married","1","College Grad","Information","No",62,164.6469889,60
"1875","42","Married","1","Some College","Industrial","Yes",71,138.2991269,42
"1876","22","Never Married","3","Some College","Information","No",72,44.97829203,22
"1877","46","Married","1","Some College","Industrial","Yes",70,106.7239776,46
"1878","53","Married","1","< HS Grad","Information","Yes",65,114.4757133,53
"1879","43","Divorced","1","College Grad","Industrial","Yes",67,73.77574327,43
"1880","32","Never Married","1","HS Grad","Industrial","Yes",71,75.35567932,32
"1881","30","Married","1","College Grad","Industrial","Yes",70,141.7751723,30
"1882","50","Never Married","2","Advanced Degree","Information","Yes",70,109.8339856,50
"1883","40","Married","1","Advanced Degree","Information","Yes",68,277.7994802,40
"1884","55","Married","1","< HS Grad","Information","No",66,79.85490031,55
"1885","42","Married","1","College Grad","Information","Yes",67,166.3249412,42
"1886","35","Never Married","1","HS Grad","Industrial","Yes",71,75.35567932,35
"1887","33","Married","1","College Grad","Information","Yes",72,100.0867423,33
"1888","33","Married","1","Some College","Information","Yes",71,102.8702469,33
"1889","38","Married","1","HS Grad","Information","Yes",70,118.7120941,38
"1890","41","Married","1","HS Grad","Information","Yes",72,117.1468169,41
"1891","42","Married","1","Advanced Degree","Information","No",65,123.5000178,42
"1892","58","Married","1","College Grad","Information","Yes",71,148.4131591,58
"1893","45","Married","1","HS Grad","Industrial","No",69,76.89360252,45
"1894","47","Never Married","1","HS Grad","Information","Yes",69,109.8339856,47
"1895","30","Married","1","HS Grad","Information","Yes",73,105.9278108,30
"1896","34","Married","1","College Grad","Information","Yes",67,160.6424754,34
"1897","43","Married","1","Advanced Degree","Information","No",67,149.6950421,43
"1898","58","Separated","1","< HS Grad","Industrial","Yes",65,99.6894637,58
"1899","44","Married","2","Some College","Industrial","No",73,104.9235317,44
"1900","28","Married","1","< HS Grad","Industrial","No",75,61.18752643,28
"1901","46","Married","1","Some College","Information","Yes",70,105.9278108,46
"1902","36","Married","1","Some College","Industrial","Yes",69,107.9039239,36
"1903","37","Married","2","HS Grad","Information","Yes",67,70.81503862,37
"1904","47","Married","1","College Grad","Information","Yes",66,160.6424754,47
"1905","56","Divorced","1","Some College","Information","No",68,99.6894637,56
"1906","38","Married","1","Some College","Information","Yes",69,111.7208494,38
"1907","41","Never Married","2","< HS Grad","Industrial","No",68,75.35567932,41
"1908","62","Married","1","Some College","Information","Yes",69,94.07271475,62
"1909","40","Married","1","Some College","Information","Yes",72,87.98103279,40
"1910","44","Married","3","Advanced Degree","Information","Yes",68,123.0896998,44
"1911","56","Married","1","College Grad","Industrial","Yes",66,99.6894637,56
"1912","51","Married","2","Some College","Industrial","No",73,76.89360252,51
"1913","41","Married","1","Some College","Industrial","No",70,86.69515483,41
"1914","52","Married","1","Advanced Degree","Information","Yes",68,176.9896505,52
"1915","27","Married","1","Some College","Information","Yes",69,100.7642728,27
"1916","52","Married","1","College Grad","Industrial","Yes",70,114.4757133,52
"1917","51","Divorced","1","HS Grad","Industrial","No",67,67.17929148,51
"1918","51","Married","1","HS Grad","Industrial","Yes",69,79.85490031,51
"1919","28","Never Married","1","College Grad","Information","Yes",68,90.48191336,28
"1920","49","Never Married","1","HS Grad","Information","No",68,57.97094218,49
"1921","61","Married","1","< HS Grad","Industrial","Yes",69,114.4757133,61
"1922","39","Married","1","HS Grad","Information","Yes",74,99.6894637,39
"1923","23","Never Married","1","< HS Grad","Industrial","No",72,89.49247952,23
"1924","53","Married","1","Advanced Degree","Industrial","Yes",74,151.8050963,53
"1925","55","Never Married","3","Some College","Information","Yes",68,87.98103279,55
"1926","48","Never Married","2","HS Grad","Information","Yes",70,87.98103279,48
