age,sex,marital,race,education,region,job_class,health_ins,height,daily_wage
26,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,68,116.4423183
46,Male,Married,3,Advanced Degree,Middle Atlantic,Information,Yes,66,166.3249412
58,Male,Divorced,1,Some College,Middle Atlantic,Industrial,Yes,71,149.6950421
22,Male,Never Married,1,Some College,Middle Atlantic,Information,Yes,70,73.77574327
58,Male,Married,1,Advanced Degree,Middle Atlantic,Industrial,No,74,277.6014175
63,Male,Married,1,College Grad,Middle Atlantic,Industrial,No,70,136.8763676
67,Male,Married,2,< HS Grad,Middle Atlantic,Information,Yes,70,129.4536446
44,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,74,111.7208494
51,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,70,178.7006572
46,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,65,49.55533812
43,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,No,71,82.6796373
40,Male,Married,1,Some College,Middle Atlantic,Industrial,No,74,73.77574327
31,Male,Never Married,1,Some College,Middle Atlantic,Industrial,Yes,71,92.89584479
41,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,66,114.4757133
21,Male,Never Married,2,HS Grad,Middle Atlantic,Industrial,No,70,84.04595765
51,Male,Married,1,Some College,Middle Atlantic,Information,No,69,76.89360252
43,Male,Separated,2,Some College,Middle Atlantic,Information,Yes,67,79.85490031
34,Male,Married,1,Some College,Middle Atlantic,Information,Yes,72,130.9821774
45,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,67,148.4131591
35,Male,Married,3,< HS Grad,Middle Atlantic,Industrial,No,67,65.11085372
33,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,68,134.7053751
46,Male,Married,2,HS Grad,Middle Atlantic,Industrial,Yes,70,94.07271475
38,Male,Never Married,2,< HS Grad,Middle Atlantic,Industrial,Yes,66,94.07271475
44,Male,Never Married,2,College Grad,Middle Atlantic,Information,Yes,68,90.48191336
50,Male,Never Married,1,HS Grad,Middle Atlantic,Information,Yes,71,111.7217824
55,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,64,107.9039239
49,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,69,191.5736835
47,Male,Married,2,Advanced Degree,Middle Atlantic,Information,Yes,62,145.1436012
40,Male,Married,4,HS Grad,Middle Atlantic,Information,Yes,71,138.6391722
21,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,69,53.63872202
60,Male,Married,2,< HS Grad,Middle Atlantic,Industrial,No,69,93.05348736
56,Male,Never Married,1,< HS Grad,Middle Atlantic,Information,No,62,81.28325328
61,Male,Married,1,Some College,Middle Atlantic,Industrial,No,66,128.6804882
44,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,71,136.1577108
43,Male,Divorced,1,Advanced Degree,Middle Atlantic,Industrial,Yes,77,160.6424754
29,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,65,109.8339856
38,Male,Married,1,College Grad,Middle Atlantic,Information,No,70,148.4131591
26,Male,Never Married,1,Some College,Middle Atlantic,Industrial,Yes,68,108.39064
28,Male,Never Married,4,HS Grad,Middle Atlantic,Industrial,No,70,67.14308075
38,Male,Never Married,1,College Grad,Middle Atlantic,Information,Yes,72,118.0197533
45,Male,Divorced,1,Some College,Middle Atlantic,Industrial,No,70,109.8339856
39,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,70,47.3389061
33,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,68,62.91365497
44,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,No,68,70.47601965
48,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,65,99.6894637
45,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,71,92.79134808
56,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,69,99.6916284
40,Male,Never Married,1,College Grad,Middle Atlantic,Information,No,73,114.4757133
71,Male,Married,2,< HS Grad,Middle Atlantic,Industrial,No,75,89.24288466
30,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,67,118.8843593
45,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,65,148.4131591
41,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,69,90.48191336
40,Male,Married,4,Some College,Middle Atlantic,Information,Yes,68,118.8843593
59,Male,Married,1,< HS Grad,Middle Atlantic,Information,Yes,67,89.16782867
46,Male,Married,3,< HS Grad,Middle Atlantic,Industrial,No,72,73.77574327
38,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,Yes,67,70.47601965
26,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,72,93.48669204
53,Male,Married,2,HS Grad,Middle Atlantic,Information,Yes,69,70.47601965
46,Male,Divorced,1,College Grad,Middle Atlantic,Information,Yes,72,99.6894637
42,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,70,98.59934386
28,Male,Never Married,2,Some College,Middle Atlantic,Industrial,No,74,54.59815003
30,Male,Never Married,1,< HS Grad,Middle Atlantic,Industrial,No,71,86.69515483
34,Male,Married,3,College Grad,Middle Atlantic,Information,Yes,76,118.8843593
46,Male,Married,1,College Grad,Middle Atlantic,Industrial,No,67,160.6424754
22,Male,Never Married,1,Some College,Middle Atlantic,Industrial,No,67,59.09706408
37,Male,Never Married,1,HS Grad,Middle Atlantic,Information,Yes,68,92.72952791
27,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,67,63.188861
52,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,69,114.4757133
43,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,69,65.11085372
52,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,68,148.4131591
54,Male,Never Married,2,Some College,Middle Atlantic,Information,Yes,65,109.4898415
47,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,68,99.6894637
21,Male,Never Married,2,Some College,Middle Atlantic,Information,Yes,70,105.9278108
42,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,69,134.7053751
72,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,72,189.2441629
38,Male,Married,3,HS Grad,Middle Atlantic,Information,Yes,68,104.9215065
53,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,70,82.6796373
35,Male,Separated,1,Some College,Middle Atlantic,Information,No,70,81.28325328
60,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,74,76.89360252
39,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,71,85.38394038
45,Male,Divorced,2,HS Grad,Middle Atlantic,Information,No,69,73.77574327
61,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,63,106.6080215
64,Male,Divorced,1,HS Grad,Middle Atlantic,Information,Yes,69,95.23071257
39,Male,Married,3,< HS Grad,Middle Atlantic,Industrial,Yes,72,70.47601965
46,Male,Married,2,Some College,Middle Atlantic,Information,Yes,69,105.9278108
25,Male,Never Married,2,Some College,Middle Atlantic,Information,No,65,56.45386498
80,Male,Married,1,Some College,Middle Atlantic,Information,Yes,69,94.07271475
51,Male,Divorced,1,Some College,Middle Atlantic,Industrial,Yes,69,105.9278108
58,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,69,75.04315402
52,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,73,118.8843593
45,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,67,138.2991269
41,Male,Never Married,1,Some College,Middle Atlantic,Industrial,Yes,68,99.6894637
42,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,68,95.23071257
31,Male,Never Married,1,Some College,Middle Atlantic,Industrial,Yes,66,94.07271475
49,Male,Divorced,1,HS Grad,Middle Atlantic,Information,Yes,69,123.0896998
47,Male,Divorced,1,HS Grad,Middle Atlantic,Industrial,Yes,66,90.48191336
39,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,74,87.98103279
53,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,70,109.8339856
37,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,77,85.38394038
52,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,65,191.5736835
41,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,74,101.8243521
39,Male,Married,3,College Grad,Middle Atlantic,Information,Yes,67,148.4131591
63,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,72,171.7651326
23,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,70,73.45442826
62,Male,Married,2,HS Grad,Middle Atlantic,Information,Yes,71,87.98103279
43,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,70,272.2947832
29,Male,Never Married,2,HS Grad,Middle Atlantic,Industrial,No,66,102.8702469
43,Male,Married,3,Advanced Degree,Middle Atlantic,Information,Yes,75,160.6424754
34,Male,Married,2,College Grad,Middle Atlantic,Information,No,66,123.0896998
38,Male,Married,3,Advanced Degree,Middle Atlantic,Information,Yes,70,91.69922611
25,Male,Never Married,1,College Grad,Middle Atlantic,Information,Yes,68,85.38394038
64,Male,Married,2,HS Grad,Middle Atlantic,Information,Yes,69,109.8339856
49,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,70,114.4757133
46,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,69,84.31576886
30,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,71,114.4757133
33,Male,Never Married,1,Some College,Middle Atlantic,Industrial,No,69,57.35259108
29,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,70,104.9215065
32,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,67,125.5254984
54,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,72,108.8745258
40,Male,Never Married,2,HS Grad,Middle Atlantic,Industrial,Yes,70,65.11085372
24,Male,Never Married,1,College Grad,Middle Atlantic,Industrial,Yes,71,109.8339856
30,Male,Separated,1,< HS Grad,Middle Atlantic,Industrial,No,68,70.81503862
49,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,68,145.1436012
47,Male,Married,4,HS Grad,Middle Atlantic,Industrial,Yes,68,101.8243521
25,Male,Never Married,2,HS Grad,Middle Atlantic,Industrial,No,68,84.04595765
44,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,68,134.7053751
41,Male,Divorced,1,< HS Grad,Middle Atlantic,Information,Yes,72,97.49329405
54,Male,Separated,1,College Grad,Middle Atlantic,Industrial,Yes,69,154.685293
59,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,70,200.5432623
25,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,74,59.73422334
63,Male,Married,2,Advanced Degree,Middle Atlantic,Industrial,No,67,91.69922611
49,Male,Never Married,1,Some College,Middle Atlantic,Information,Yes,68,109.8339856
35,Male,Separated,2,Some College,Middle Atlantic,Information,Yes,65,114.4757133
24,Male,Never Married,3,HS Grad,Middle Atlantic,Industrial,No,74,66.22940829
66,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,66,92.89584479
57,Male,Married,4,< HS Grad,Middle Atlantic,Industrial,No,69,94.07271475
47,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,70,118.8843593
44,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,66,132.4878211
56,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,69,127.1157438
34,Male,Married,1,HS Grad,Middle Atlantic,Information,No,66,99.6894637
23,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,No,67,40.40566526
30,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,67,138.2991269
38,Male,Married,1,Some College,Middle Atlantic,Industrial,No,69,102.8702469
43,Male,Married,2,< HS Grad,Middle Atlantic,Information,Yes,70,79.85490031
58,Male,Divorced,1,Some College,Middle Atlantic,Information,Yes,70,111.7208494
36,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,71,62.19867943
48,Male,Never Married,1,HS Grad,Middle Atlantic,Information,Yes,69,70.47601965
35,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,72,86.04280113
22,Male,Never Married,1,HS Grad,Middle Atlantic,Information,No,74,99.6894637
50,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,70,113.5670896
58,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,No,65,100.7642728
20,Male,Never Married,1,HS Grad,Middle Atlantic,Information,No,70,61.18752643
44,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,67,113.6127457
50,Male,Married,3,College Grad,Middle Atlantic,Information,Yes,70,134.7053751
55,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,67,104.9235317
39,Male,Never Married,1,HS Grad,Middle Atlantic,Information,Yes,69,109.8339856
32,Male,Never Married,1,College Grad,Middle Atlantic,Information,Yes,71,276.7784133
50,Male,Married,1,College Grad,Middle Atlantic,Information,No,69,148.4131591
24,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,No,69,148.4131591
53,Male,Married,1,Some College,Middle Atlantic,Information,Yes,67,109.8339856
35,Male,Married,1,HS Grad,Middle Atlantic,Information,No,66,81.28325328
25,Male,Never Married,1,< HS Grad,Middle Atlantic,Information,Yes,67,79.85490031
24,Male,Never Married,3,College Grad,Middle Atlantic,Industrial,Yes,72,109.8339856
57,Male,Separated,1,College Grad,Middle Atlantic,Industrial,Yes,72,148.4131591
43,Male,Married,1,< HS Grad,Middle Atlantic,Information,Yes,71,65.11085372
33,Male,Married,1,Some College,Middle Atlantic,Information,Yes,62,88.29869947
40,Male,Married,1,Some College,Middle Atlantic,Information,Yes,64,91.69922611
39,Male,Never Married,1,College Grad,Middle Atlantic,Industrial,Yes,69,73.77574327
32,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,75,70.47601965
48,Male,Divorced,1,College Grad,Middle Atlantic,Information,Yes,67,128.6804882
29,Male,Married,1,Advanced Degree,Middle Atlantic,Industrial,Yes,66,94.07271475
35,Male,Divorced,1,College Grad,Middle Atlantic,Industrial,Yes,75,98.59934386
41,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,67,133.2323508
52,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,70,134.7053751
50,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,70,91.69922611
35,Male,Married,3,College Grad,Middle Atlantic,Information,No,67,160.6354986
27,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,69,99.6894637
57,Male,Married,1,Advanced Degree,Middle Atlantic,Industrial,Yes,73,114.4757133
48,Male,Married,1,Some College,Middle Atlantic,Information,No,69,97.49329405
41,Male,Divorced,2,Some College,Middle Atlantic,Information,Yes,69,98.04835051
59,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,68,104.9215065
55,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,68,109.8339856
54,Male,Divorced,1,HS Grad,Middle Atlantic,Information,Yes,73,133.2323508
34,Male,Married,1,Advanced Degree,Middle Atlantic,Industrial,Yes,69,118.8843593
43,Male,Never Married,1,HS Grad,Middle Atlantic,Information,Yes,69,73.77574327
43,Male,Divorced,2,College Grad,Middle Atlantic,Information,Yes,73,104.9215065
62,Male,Widowed,1,< HS Grad,Middle Atlantic,Industrial,No,67,62.03030461
45,Male,Never Married,1,HS Grad,Middle Atlantic,Information,No,66,97.49329405
40,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,69,145.8051634
33,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,69,82.6796373
45,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,67,148.4131591
21,Male,Never Married,1,Some College,Middle Atlantic,Industrial,No,68,49.55533812
54,Male,Married,3,< HS Grad,Middle Atlantic,Industrial,No,70,73.77574327
43,Male,Married,1,College Grad,Middle Atlantic,Industrial,No,67,73.77574327
54,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,69,127.1157438
35,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,Yes,68,109.8339856
23,Male,Never Married,1,Some College,Middle Atlantic,Industrial,Yes,70,61.59458318
61,Male,Widowed,1,HS Grad,Middle Atlantic,Industrial,Yes,74,111.4404696
51,Male,Divorced,1,College Grad,Middle Atlantic,Industrial,Yes,66,138.2991269
43,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,72,127.1157438
20,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,70,75.35567932
51,Male,Married,4,Some College,Middle Atlantic,Industrial,Yes,68,139.0034081
65,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,74,118.8843593
37,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,68,109.8339856
24,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,69,66.23309573
36,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,68,73.29308207
45,Male,Married,1,Some College,Middle Atlantic,Information,No,71,130.9821774
33,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,67,276.7784133
36,Male,Divorced,1,HS Grad,Middle Atlantic,Industrial,No,74,86.91032774
32,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,65,109.8339856
45,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,68,118.8843593
51,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,69,104.9215065
33,Male,Married,1,Some College,Middle Atlantic,Information,Yes,72,136.8763676
47,Male,Divorced,1,Some College,Middle Atlantic,Industrial,Yes,66,84.04595765
37,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,71,196.1252726
41,Male,Married,1,Some College,Middle Atlantic,Information,Yes,72,121.4303138
23,Male,Never Married,1,HS Grad,Middle Atlantic,Information,No,71,96.3977959
57,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,73,128.6804882
61,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,67,148.4131591
47,Male,Divorced,1,Some College,Middle Atlantic,Industrial,Yes,67,85.38394038
29,Male,Married,3,College Grad,Middle Atlantic,Information,Yes,73,87.98103279
37,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,71,99.6894637
57,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,68,148.4131591
39,Male,Never Married,1,Advanced Degree,Middle Atlantic,Information,No,69,81.28325328
59,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,71,145.8051634
31,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,68,149.0558956
26,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,66,97.49329405
51,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,69,118.0197533
38,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,68,99.6894637
51,Male,Married,1,College Grad,Middle Atlantic,Information,No,64,118.8843593
50,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,68,79.85490031
32,Male,Married,1,Advanced Degree,Middle Atlantic,Industrial,Yes,71,118.8843593
38,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,70,160.6424754
49,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,71,176.9896505
40,Male,Never Married,1,Some College,Middle Atlantic,Information,Yes,68,73.77574327
60,Male,Married,3,Advanced Degree,Middle Atlantic,Information,Yes,67,154.685293
30,Male,Never Married,1,College Grad,Middle Atlantic,Information,Yes,72,101.8243521
41,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,71,130.9821774
32,Male,Never Married,1,Some College,Middle Atlantic,Information,Yes,70,114.4757133
26,Male,Never Married,1,College Grad,Middle Atlantic,Information,Yes,66,105.9278108
41,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,68,81.28325328
53,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,68,134.7053751
35,Male,Married,1,Some College,Middle Atlantic,Information,No,70,97.49329405
50,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,73,109.8339856
43,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,68,171.7651326
50,Male,Separated,1,HS Grad,Middle Atlantic,Information,Yes,72,67.82678713
19,Male,Never Married,2,HS Grad,Middle Atlantic,Information,No,66,73.77574327
42,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,67,91.69922611
53,Male,Married,3,HS Grad,Middle Atlantic,Industrial,Yes,64,66.96164432
22,Male,Never Married,2,Some College,Middle Atlantic,Information,No,68,95.23071257
49,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,68,98.59934386
33,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,Yes,68,109.8339856
31,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,Yes,65,81.28325328
43,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,Yes,72,90.48191336
57,Male,Married,1,Advanced Degree,Middle Atlantic,Information,No,67,109.8339856
40,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,70,148.4131591
48,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,74,84.52946902
46,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,72,101.8243521
58,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,69,104.9215065
50,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,Yes,74,104.9215065
38,Male,Married,1,Some College,Middle Atlantic,Information,Yes,71,99.6894637
33,Male,Never Married,1,Advanced Degree,Middle Atlantic,Information,Yes,68,101.4020523
52,Male,Married,1,Some College,Middle Atlantic,Information,Yes,65,149.0558956
48,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,No,65,73.77574327
53,Male,Married,1,Advanced Degree,Middle Atlantic,Information,No,63,160.6424754
37,Male,Never Married,1,Some College,Middle Atlantic,Information,Yes,71,118.8843593
43,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,72,119.4052043
54,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,72,107.9039239
41,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,62,154.8683672
57,Male,Married,1,College Grad,Middle Atlantic,Industrial,No,72,75.35567932
54,Male,Married,1,Advanced Degree,Middle Atlantic,Industrial,Yes,69,118.5395025
25,Male,Divorced,1,HS Grad,Middle Atlantic,Industrial,Yes,66,76.89360252
35,Male,Separated,1,< HS Grad,Middle Atlantic,Information,No,70,62.19867943
29,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,71,182.020621
36,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,71,267.9010869
43,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,74,141.7751723
41,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,69,186.8766776
52,Male,Married,1,College Grad,Middle Atlantic,Industrial,No,67,72.15045568
48,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,70,49.55533812
51,Male,Married,2,HS Grad,Middle Atlantic,Information,No,68,81.28325328
55,Male,Married,1,Some College,Middle Atlantic,Information,Yes,69,118.8843593
37,Male,Married,1,Advanced Degree,Middle Atlantic,Information,No,71,97.49329405
48,Male,Never Married,1,Some College,Middle Atlantic,Industrial,Yes,69,111.7208494
42,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,Yes,67,101.8243521
43,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,74,127.1157438
32,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,69,87.98103279
33,Male,Never Married,1,College Grad,Middle Atlantic,Industrial,Yes,71,84.04595765
48,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,68,78.3924668
20,Male,Never Married,2,Some College,Middle Atlantic,Information,No,72,46.36650274
43,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,65,132.8607653
58,Male,Divorced,2,HS Grad,Middle Atlantic,Information,Yes,71,61.59458318
38,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,71,99.6894637
23,Male,Never Married,1,HS Grad,Middle Atlantic,Information,No,70,66.22940829
54,Male,Divorced,1,HS Grad,Middle Atlantic,Industrial,Yes,69,108.8745258
66,Male,Married,1,Advanced Degree,Middle Atlantic,Industrial,Yes,68,99.6894637
47,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,74,152.838801
35,Male,Married,1,Some College,Middle Atlantic,Information,No,68,76.89360252
39,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,74,143.1349408
35,Male,Never Married,2,Some College,Middle Atlantic,Information,Yes,73,125.2042866
40,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,71,75.61069586
41,Male,Married,3,HS Grad,Middle Atlantic,Industrial,Yes,73,109.8339856
40,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,68,176.9896505
50,Male,Married,2,HS Grad,Middle Atlantic,Industrial,No,73,59.09706408
35,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,69,99.6894637
43,Male,Married,1,Some College,Middle Atlantic,Industrial,No,72,95.23071257
26,Male,Never Married,1,Some College,Middle Atlantic,Information,Yes,70,104.9215065
23,Male,Never Married,1,HS Grad,Middle Atlantic,Information,No,71,49.55533812
61,Male,Married,1,Advanced Degree,Middle Atlantic,Information,No,70,130.9821774
24,Male,Never Married,1,College Grad,Middle Atlantic,Information,Yes,71,43.73511168
66,Male,Married,2,Some College,Middle Atlantic,Information,Yes,66,118.8843593
50,Male,Widowed,1,HS Grad,Middle Atlantic,Industrial,Yes,69,109.8339856
22,Male,Never Married,1,HS Grad,Middle Atlantic,Information,No,71,75.04315402
62,Male,Married,2,HS Grad,Middle Atlantic,Information,Yes,73,91.69922611
55,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,70,105.9278108
41,Male,Married,1,College Grad,Middle Atlantic,Industrial,No,72,73.77574327
54,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,71,170.1568344
29,Male,Married,3,College Grad,Middle Atlantic,Industrial,No,68,138.2991269
39,Male,Married,2,HS Grad,Middle Atlantic,Industrial,Yes,70,101.8243521
71,Male,Divorced,1,College Grad,Middle Atlantic,Information,No,70,87.98103279
22,Male,Never Married,1,College Grad,Middle Atlantic,Industrial,Yes,65,78.3924668
48,Male,Married,1,College Grad,Middle Atlantic,Information,No,69,123.0896998
35,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,70,116.2653241
46,Male,Married,1,College Grad,Middle Atlantic,Industrial,No,71,90.48191336
51,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,Yes,72,109.8339856
55,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,75,104.9215065
36,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,67,118.8843593
57,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,70,94.07271475
21,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,66,141.7751723
60,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,65,128.6804882
41,Male,Never Married,2,Some College,Middle Atlantic,Industrial,No,71,73.77574327
56,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,63,139.3538118
32,Male,Never Married,1,College Grad,Middle Atlantic,Information,Yes,68,94.07271475
32,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,71,73.77574327
36,Male,Divorced,1,Some College,Middle Atlantic,Industrial,Yes,66,107.9039239
28,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,68,64.54207487
60,Male,Married,1,Advanced Degree,Middle Atlantic,Information,No,71,138.2991269
41,Male,Married,1,Some College,Middle Atlantic,Information,Yes,74,89.24288466
55,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,70,99.6894637
36,Male,Married,2,Some College,Middle Atlantic,Industrial,Yes,65,109.8339856
46,Male,Never Married,2,Some College,Middle Atlantic,Information,Yes,67,90.48191336
62,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,67,89.49247952
44,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,72,102.7662809
